timestamp,user_id,search_query,browser,os,referrer
2025-06-04 07:07:50,user_2612,data science jobs,Chrome,iOS,ad
2025-06-06 05:02:47,user_1637,data science jobs,Safari,Linux,direct
2025-06-06 10:53:53,user_1371,buy shoes online,Opera,Linux,organic
2025-06-05 23:21:55,user_2405,data science jobs,Opera,Linux,ad
2025-06-01 08:43:14,user_940,python mapreduce tutorial,Safari,Android,email
2025-06-05 08:12:02,user_2010,best pizza near me,Firefox,Linux,social
2025-06-02 18:14:45,user_2576,best pizza near me,Chrome,Linux,direct
2025-06-04 23:47:24,user_1752,how to train a dog,Opera,Linux,email
2025-06-07 19:35:22,user_543,hadoop vs spark,Safari,iOS,email
2025-06-07 09:34:34,user_1782,best pizza near me,Opera,Linux,organic
2025-06-01 21:47:38,user_4702,hadoop vs spark,Edge,Linux,social
2025-06-03 09:42:55,user_1615,buy shoes online,Edge,Android,direct
2025-06-04 07:55:45,user_3451,best pizza near me,Chrome,Android,email
2025-06-04 23:12:33,user_4843,hadoop vs spark,Firefox,iOS,direct
2025-06-04 11:01:22,user_147,data science jobs,Chrome,Android,social
2025-06-02 14:10:24,user_3300,buy shoes online,Opera,iOS,direct
2025-06-05 02:16:18,user_134,best pizza near me,Edge,Windows,ad
2025-06-04 15:40:19,user_2251,flights to new york,Safari,Android,direct
2025-06-07 18:04:40,user_2566,how to train a dog,Opera,Windows,ad
2025-06-04 14:55:41,user_3724,how to train a dog,Chrome,Linux,organic
2025-06-02 05:55:34,user_240,news today,Chrome,Windows,email
2025-06-02 06:37:22,user_2645,hadoop vs spark,Firefox,MacOS,direct
2025-06-03 07:40:45,user_3022,machine learning course,Chrome,Windows,social
2025-06-01 12:32:48,user_908,buy shoes online,Safari,Windows,social
2025-06-04 23:55:26,user_3110,weather tomorrow,Firefox,MacOS,organic
2025-06-06 14:11:12,user_983,python mapreduce tutorial,Safari,MacOS,organic
2025-06-06 00:22:50,user_3661,best pizza near me,Opera,iOS,email
2025-06-06 19:12:22,user_4015,weather tomorrow,Safari,Android,email
2025-06-02 02:44:18,user_2162,weather tomorrow,Chrome,Linux,organic
2025-06-03 22:35:49,user_1687,best pizza near me,Chrome,Android,direct
2025-06-03 13:53:16,user_108,news today,Edge,Android,email
2025-06-06 22:02:13,user_857,flights to new york,Firefox,iOS,organic
2025-06-07 05:41:31,user_2568,weather tomorrow,Edge,MacOS,organic
2025-06-02 06:46:33,user_1066,news today,Safari,Android,ad
2025-06-07 05:33:26,user_1664,hadoop vs spark,Firefox,Windows,social
2025-06-06 03:14:06,user_1346,weather tomorrow,Opera,Windows,email
2025-06-06 14:15:45,user_878,best pizza near me,Firefox,Windows,ad
2025-06-03 06:28:34,user_2186,buy shoes online,Edge,iOS,ad
2025-06-05 06:30:53,user_2176,best pizza near me,Opera,Windows,social
2025-06-06 05:40:32,user_1738,python mapreduce tutorial,Edge,iOS,ad
2025-06-07 03:56:39,user_2734,buy shoes online,Edge,Linux,social
2025-06-02 04:29:24,user_403,hadoop vs spark,Edge,MacOS,social
2025-06-03 07:10:52,user_3299,python mapreduce tutorial,Opera,Linux,organic
2025-06-06 23:46:34,user_4249,hadoop vs spark,Chrome,Windows,email
2025-06-02 08:21:18,user_1799,best pizza near me,Chrome,Windows,organic
2025-06-04 05:31:48,user_1956,best pizza near me,Opera,Windows,social
2025-06-03 17:57:45,user_3315,hadoop vs spark,Edge,Windows,email
2025-06-04 06:08:18,user_4057,news today,Firefox,MacOS,social
2025-06-04 11:53:02,user_4885,weather tomorrow,Chrome,Windows,email
2025-06-07 02:34:45,user_3906,weather tomorrow,Firefox,MacOS,social
2025-06-01 20:13:48,user_1366,python mapreduce tutorial,Safari,Android,email
2025-06-01 03:42:33,user_3888,hadoop vs spark,Safari,Windows,email
2025-06-04 04:50:48,user_631,python mapreduce tutorial,Chrome,iOS,social
2025-06-06 18:00:46,user_4778,buy shoes online,Edge,MacOS,ad
2025-06-02 07:51:39,user_371,buy shoes online,Opera,Linux,email
2025-06-07 08:59:44,user_4122,python mapreduce tutorial,Firefox,Windows,direct
2025-06-04 16:43:18,user_2750,how to train a dog,Edge,Linux,organic
2025-06-04 02:57:20,user_3986,weather tomorrow,Safari,Android,direct
2025-06-05 06:42:35,user_2467,flights to new york,Opera,iOS,ad
2025-06-02 08:50:38,user_2212,machine learning course,Chrome,MacOS,ad
2025-06-03 16:09:14,user_1161,flights to new york,Edge,Windows,email
2025-06-06 05:27:23,user_2945,news today,Chrome,MacOS,ad
2025-06-02 07:26:14,user_2244,machine learning course,Edge,iOS,email
2025-06-04 05:16:36,user_2858,flights to new york,Edge,iOS,ad
2025-06-04 08:27:46,user_2534,news today,Chrome,iOS,organic
2025-06-05 03:59:09,user_1008,hadoop vs spark,Edge,iOS,social
2025-06-04 12:00:18,user_903,buy shoes online,Edge,MacOS,ad
2025-06-02 19:45:25,user_4286,weather tomorrow,Opera,iOS,email
2025-06-04 16:26:35,user_3989,weather tomorrow,Chrome,Linux,direct
2025-06-06 12:11:44,user_336,news today,Safari,iOS,direct
2025-06-01 15:29:37,user_4001,weather tomorrow,Chrome,Android,social
2025-06-01 00:11:12,user_409,weather tomorrow,Firefox,Linux,social
2025-06-07 02:12:58,user_4594,python mapreduce tutorial,Chrome,Linux,email
2025-06-03 09:18:03,user_3540,data science jobs,Chrome,Linux,email
2025-06-01 09:21:37,user_3877,flights to new york,Firefox,Android,ad
2025-06-05 20:15:00,user_804,weather tomorrow,Safari,iOS,social
2025-06-03 02:28:40,user_4620,hadoop vs spark,Safari,iOS,email
2025-06-03 10:06:37,user_2049,python mapreduce tutorial,Edge,iOS,email
2025-06-04 15:41:26,user_2499,best pizza near me,Safari,iOS,ad
2025-06-07 14:59:04,user_1503,hadoop vs spark,Edge,Windows,email
2025-06-07 09:22:30,user_3621,flights to new york,Opera,Linux,ad
2025-06-05 07:09:59,user_3504,how to train a dog,Edge,Android,ad
2025-06-01 08:03:37,user_4579,buy shoes online,Edge,Windows,email
2025-06-04 16:04:38,user_1988,data science jobs,Opera,Linux,email
2025-06-07 14:14:19,user_4634,weather tomorrow,Chrome,Android,email
2025-06-05 21:21:55,user_49,how to train a dog,Opera,Android,direct
2025-06-02 00:39:31,user_449,weather tomorrow,Chrome,Linux,organic
2025-06-02 04:22:10,user_2381,data science jobs,Edge,Linux,direct
2025-06-02 11:22:21,user_4790,machine learning course,Chrome,MacOS,organic
2025-06-02 17:59:14,user_4605,how to train a dog,Firefox,MacOS,email
2025-06-04 15:38:28,user_2547,buy shoes online,Edge,iOS,email
2025-06-02 09:24:40,user_551,buy shoes online,Firefox,iOS,direct
2025-06-07 07:24:33,user_794,news today,Firefox,Windows,ad
2025-06-01 07:10:54,user_4144,how to train a dog,Edge,Windows,direct
2025-06-04 15:21:32,user_3315,how to train a dog,Firefox,MacOS,organic
2025-06-04 03:48:34,user_3598,data science jobs,Chrome,Android,email
2025-06-01 06:18:29,user_1514,python mapreduce tutorial,Firefox,MacOS,organic
2025-06-07 15:13:56,user_1642,how to train a dog,Edge,Linux,social
2025-06-02 05:07:58,user_4824,how to train a dog,Safari,Linux,ad
2025-06-05 16:22:42,user_880,how to train a dog,Edge,Android,email
2025-06-01 08:08:49,user_2322,how to train a dog,Chrome,iOS,ad
2025-06-01 03:12:34,user_4756,weather tomorrow,Chrome,iOS,ad
2025-06-01 12:25:02,user_2906,python mapreduce tutorial,Edge,Android,social
2025-06-01 02:39:23,user_1297,flights to new york,Opera,iOS,email
2025-06-05 05:36:19,user_4302,hadoop vs spark,Opera,Windows,email
2025-06-02 20:05:57,user_2883,data science jobs,Safari,Android,email
2025-06-04 09:04:20,user_2482,hadoop vs spark,Chrome,Android,ad
2025-06-06 17:24:28,user_4964,python mapreduce tutorial,Opera,iOS,organic
2025-06-04 03:30:18,user_1061,flights to new york,Opera,iOS,social
2025-06-05 21:36:27,user_554,buy shoes online,Chrome,MacOS,email
2025-06-02 04:07:09,user_871,how to train a dog,Edge,Linux,email
2025-06-03 20:55:11,user_864,python mapreduce tutorial,Edge,Android,direct
2025-06-01 18:02:14,user_2052,best pizza near me,Chrome,Windows,ad
2025-06-05 13:01:45,user_4969,buy shoes online,Firefox,Linux,direct
2025-06-06 10:55:45,user_3094,python mapreduce tutorial,Opera,iOS,email
2025-06-03 09:00:25,user_2069,how to train a dog,Edge,Linux,email
2025-06-03 10:36:05,user_1328,hadoop vs spark,Opera,MacOS,direct
2025-06-01 07:03:40,user_789,news today,Chrome,MacOS,direct
2025-06-05 08:43:47,user_3343,data science jobs,Opera,Windows,social
2025-06-03 05:58:25,user_4327,how to train a dog,Firefox,MacOS,organic
2025-06-06 17:59:04,user_4103,flights to new york,Safari,iOS,organic
2025-06-02 16:09:30,user_551,how to train a dog,Edge,Android,direct
2025-06-07 21:46:39,user_641,python mapreduce tutorial,Opera,Linux,direct
2025-06-02 10:20:55,user_4086,news today,Chrome,iOS,organic
2025-06-05 00:23:14,user_185,news today,Safari,Linux,ad
2025-06-05 08:14:50,user_557,python mapreduce tutorial,Safari,Windows,organic
2025-06-07 23:35:04,user_1978,machine learning course,Opera,iOS,social
2025-06-05 20:16:52,user_465,machine learning course,Chrome,iOS,ad
2025-06-04 04:37:11,user_246,buy shoes online,Safari,Android,social
2025-06-03 10:24:11,user_2741,buy shoes online,Firefox,MacOS,organic
2025-06-05 00:00:20,user_511,news today,Edge,Windows,organic
2025-06-01 10:17:59,user_2834,best pizza near me,Edge,iOS,organic
2025-06-01 23:28:28,user_4518,how to train a dog,Firefox,Linux,direct
2025-06-02 06:18:36,user_292,how to train a dog,Opera,MacOS,social
2025-06-06 05:41:16,user_3913,weather tomorrow,Firefox,Windows,direct
2025-06-01 07:40:33,user_1608,machine learning course,Opera,Android,direct
2025-06-07 16:55:34,user_3950,buy shoes online,Edge,Android,email
2025-06-06 05:09:52,user_3497,machine learning course,Firefox,Windows,ad
2025-06-02 10:22:04,user_3013,flights to new york,Firefox,Linux,ad
2025-06-01 16:52:16,user_1952,news today,Chrome,iOS,direct
2025-06-03 18:09:18,user_3384,machine learning course,Opera,Windows,direct
2025-06-04 00:47:42,user_466,best pizza near me,Chrome,MacOS,ad
2025-06-03 04:36:05,user_2316,buy shoes online,Safari,Linux,organic
2025-06-03 23:08:28,user_2396,python mapreduce tutorial,Opera,Android,ad
2025-06-02 11:38:40,user_630,best pizza near me,Safari,iOS,email
2025-06-07 00:09:30,user_2925,news today,Edge,Linux,social
2025-06-07 16:36:30,user_2398,news today,Opera,Linux,social
2025-06-07 13:41:59,user_4125,best pizza near me,Chrome,Linux,ad
2025-06-06 21:37:05,user_2292,best pizza near me,Firefox,MacOS,organic
2025-06-03 19:08:54,user_2499,machine learning course,Firefox,Windows,social
2025-06-02 17:20:57,user_294,news today,Edge,Android,direct
2025-06-01 06:12:03,user_4088,buy shoes online,Safari,Linux,organic
2025-06-05 15:53:58,user_2461,best pizza near me,Chrome,Linux,organic
2025-06-05 15:49:46,user_4058,buy shoes online,Edge,Android,ad
2025-06-01 12:56:13,user_1839,news today,Edge,MacOS,ad
2025-06-07 11:05:58,user_429,weather tomorrow,Chrome,iOS,social
2025-06-01 07:34:14,user_4987,flights to new york,Safari,iOS,email
2025-06-01 07:57:53,user_2794,data science jobs,Edge,Android,direct
2025-06-02 07:48:35,user_4533,hadoop vs spark,Safari,iOS,ad
2025-06-06 03:27:03,user_4691,data science jobs,Opera,Linux,email
2025-06-05 15:03:32,user_3829,news today,Firefox,Windows,social
2025-06-04 07:55:21,user_701,news today,Opera,Linux,social
2025-06-07 22:20:23,user_3233,buy shoes online,Opera,Linux,social
2025-06-04 06:16:42,user_2053,data science jobs,Chrome,Windows,social
2025-06-07 21:34:13,user_2630,weather tomorrow,Firefox,Android,ad
2025-06-01 05:01:45,user_3604,buy shoes online,Edge,Windows,social
2025-06-06 19:52:14,user_4560,news today,Edge,Windows,organic
2025-06-01 23:10:10,user_2265,data science jobs,Opera,Linux,direct
2025-06-06 08:17:14,user_1473,weather tomorrow,Safari,Linux,ad
2025-06-02 13:03:22,user_1864,python mapreduce tutorial,Firefox,iOS,direct
2025-06-03 19:46:14,user_938,buy shoes online,Firefox,iOS,ad
2025-06-04 20:25:49,user_344,machine learning course,Firefox,Windows,social
2025-06-04 02:59:10,user_133,flights to new york,Opera,Windows,organic
2025-06-03 20:21:37,user_2865,best pizza near me,Chrome,iOS,ad
2025-06-02 08:58:00,user_4187,best pizza near me,Firefox,MacOS,social
2025-06-07 22:07:51,user_3043,hadoop vs spark,Chrome,Android,social
2025-06-02 17:40:29,user_203,flights to new york,Opera,Linux,social
2025-06-05 22:52:43,user_3070,how to train a dog,Safari,iOS,direct
2025-06-02 22:41:40,user_3018,buy shoes online,Safari,MacOS,organic
2025-06-01 07:26:15,user_871,data science jobs,Firefox,Linux,organic
2025-06-07 04:01:07,user_4764,flights to new york,Firefox,Android,organic
2025-06-01 09:29:43,user_1230,hadoop vs spark,Chrome,Windows,email
2025-06-07 20:41:07,user_4125,data science jobs,Opera,Android,organic
2025-06-02 11:18:51,user_4324,buy shoes online,Opera,Android,organic
2025-06-07 07:33:31,user_3613,flights to new york,Safari,MacOS,organic
2025-06-04 13:21:41,user_2000,flights to new york,Firefox,Linux,email
2025-06-06 12:46:03,user_2579,best pizza near me,Firefox,Android,ad
2025-06-05 09:24:19,user_653,flights to new york,Opera,iOS,direct
2025-06-05 09:31:35,user_3967,data science jobs,Firefox,Android,ad
2025-06-03 18:55:24,user_4665,python mapreduce tutorial,Opera,MacOS,ad
2025-06-02 16:14:10,user_4961,weather tomorrow,Safari,Linux,social
2025-06-02 10:21:34,user_668,hadoop vs spark,Edge,iOS,email
2025-06-07 23:46:32,user_4049,news today,Firefox,Android,direct
2025-06-03 00:34:32,user_990,hadoop vs spark,Safari,iOS,ad
2025-06-02 05:25:01,user_1036,buy shoes online,Edge,Windows,email
2025-06-01 21:16:01,user_1085,machine learning course,Opera,Android,ad
2025-06-05 07:13:01,user_1045,hadoop vs spark,Opera,MacOS,social
2025-06-02 10:40:11,user_2760,flights to new york,Opera,iOS,organic
2025-06-02 07:23:26,user_371,best pizza near me,Safari,Android,ad
2025-06-06 11:00:00,user_3570,weather tomorrow,Edge,MacOS,email
2025-06-07 04:21:57,user_687,python mapreduce tutorial,Chrome,iOS,organic
2025-06-05 11:44:00,user_3716,hadoop vs spark,Safari,Android,email
2025-06-07 04:09:36,user_4818,weather tomorrow,Chrome,MacOS,social
2025-06-06 23:40:55,user_2795,buy shoes online,Opera,iOS,organic
2025-06-07 04:01:55,user_3496,weather tomorrow,Safari,Android,social
2025-06-03 03:58:02,user_1174,buy shoes online,Firefox,Android,organic
2025-06-04 09:02:52,user_4712,data science jobs,Safari,Windows,social
2025-06-04 10:57:04,user_1357,best pizza near me,Safari,Linux,ad
2025-06-06 07:50:37,user_1833,python mapreduce tutorial,Safari,Linux,organic
2025-06-02 06:54:34,user_1898,weather tomorrow,Firefox,Windows,email
2025-06-07 16:49:45,user_4168,python mapreduce tutorial,Chrome,iOS,direct
2025-06-07 13:14:12,user_4407,news today,Chrome,Android,direct
2025-06-05 11:38:11,user_1665,weather tomorrow,Opera,Android,ad
2025-06-07 07:43:16,user_1034,how to train a dog,Safari,Windows,direct
2025-06-06 09:26:32,user_3542,how to train a dog,Safari,Windows,email
2025-06-04 09:06:19,user_955,flights to new york,Chrome,MacOS,direct
2025-06-04 23:16:45,user_1284,machine learning course,Safari,Linux,ad
2025-06-07 05:22:36,user_607,flights to new york,Chrome,Android,direct
2025-06-07 07:50:19,user_2602,news today,Opera,Windows,direct
2025-06-03 23:37:39,user_1122,data science jobs,Edge,MacOS,email
2025-06-04 05:16:12,user_3852,python mapreduce tutorial,Edge,MacOS,ad
2025-06-04 10:18:47,user_1080,news today,Chrome,iOS,email
2025-06-01 00:55:53,user_3558,best pizza near me,Edge,iOS,organic
2025-06-03 12:44:37,user_1460,buy shoes online,Edge,Linux,organic
2025-06-05 14:46:03,user_4784,news today,Safari,Android,organic
2025-06-03 04:26:51,user_2459,news today,Safari,Android,ad
2025-06-05 18:14:22,user_4898,flights to new york,Opera,Android,social
2025-06-02 04:07:02,user_1794,best pizza near me,Safari,Android,ad
2025-06-04 22:46:43,user_2027,hadoop vs spark,Chrome,MacOS,ad
2025-06-04 20:53:17,user_931,flights to new york,Edge,MacOS,ad
2025-06-06 22:28:56,user_4924,hadoop vs spark,Firefox,Windows,social
2025-06-04 06:02:18,user_4158,news today,Edge,Windows,organic
2025-06-04 22:08:11,user_2144,flights to new york,Edge,Android,ad
2025-06-06 03:50:53,user_3266,weather tomorrow,Chrome,Linux,ad
2025-06-03 15:46:23,user_2784,buy shoes online,Safari,Android,ad
2025-06-03 16:27:40,user_4690,python mapreduce tutorial,Opera,MacOS,direct
2025-06-05 00:01:38,user_1059,data science jobs,Opera,Windows,direct
2025-06-05 14:26:47,user_740,flights to new york,Safari,iOS,direct
2025-06-01 14:20:05,user_4249,news today,Safari,iOS,email
2025-06-02 21:43:38,user_4389,hadoop vs spark,Firefox,Linux,email
2025-06-05 12:54:01,user_2716,hadoop vs spark,Firefox,iOS,email
2025-06-01 03:58:23,user_296,buy shoes online,Opera,Windows,organic
2025-06-05 19:54:27,user_3973,buy shoes online,Firefox,Linux,social
2025-06-01 07:03:42,user_1885,news today,Chrome,Linux,direct
2025-06-05 14:03:31,user_3283,python mapreduce tutorial,Safari,Windows,direct
2025-06-01 21:31:19,user_4133,hadoop vs spark,Chrome,Windows,organic
2025-06-02 20:13:43,user_783,data science jobs,Edge,MacOS,organic
2025-06-04 18:55:54,user_2652,hadoop vs spark,Opera,Windows,social
2025-06-04 07:49:21,user_3760,news today,Chrome,Linux,organic
2025-06-06 17:18:19,user_3085,weather tomorrow,Edge,Windows,email
2025-06-05 22:21:08,user_4596,weather tomorrow,Edge,Linux,organic
2025-06-07 03:33:21,user_2004,hadoop vs spark,Chrome,Android,ad
2025-06-05 12:34:03,user_4478,best pizza near me,Edge,MacOS,organic
2025-06-01 07:15:01,user_3256,news today,Edge,Linux,ad
2025-06-07 20:01:49,user_893,weather tomorrow,Safari,MacOS,direct
2025-06-02 03:47:02,user_4595,python mapreduce tutorial,Firefox,Android,organic
2025-06-04 00:48:31,user_688,python mapreduce tutorial,Edge,iOS,ad
2025-06-07 08:27:10,user_4642,news today,Chrome,Android,social
2025-06-05 23:57:45,user_2552,flights to new york,Firefox,Windows,social
2025-06-07 20:39:32,user_4905,hadoop vs spark,Chrome,Linux,email
2025-06-07 19:48:49,user_4004,machine learning course,Edge,Linux,email
2025-06-04 21:44:31,user_3780,how to train a dog,Opera,iOS,direct
2025-06-02 06:35:46,user_3488,best pizza near me,Edge,MacOS,direct
2025-06-02 23:12:46,user_4260,best pizza near me,Firefox,MacOS,ad
2025-06-02 09:06:25,user_320,hadoop vs spark,Edge,MacOS,organic
2025-06-06 21:54:19,user_1146,machine learning course,Edge,Android,direct
2025-06-04 14:26:06,user_964,hadoop vs spark,Safari,Linux,organic
2025-06-04 21:54:06,user_3045,data science jobs,Firefox,MacOS,social
2025-06-07 08:24:28,user_1675,data science jobs,Safari,iOS,organic
2025-06-04 01:10:43,user_3868,how to train a dog,Firefox,Linux,email
2025-06-02 23:50:16,user_4296,how to train a dog,Chrome,Linux,ad
2025-06-03 04:12:11,user_1232,how to train a dog,Chrome,Windows,social
2025-06-03 06:39:50,user_1633,best pizza near me,Opera,Android,social
2025-06-02 03:35:15,user_501,data science jobs,Edge,iOS,email
2025-06-01 19:26:55,user_2871,machine learning course,Firefox,Linux,direct
2025-06-03 08:06:38,user_2250,weather tomorrow,Edge,iOS,social
2025-06-05 10:58:35,user_3304,weather tomorrow,Opera,iOS,email
2025-06-01 22:33:59,user_4855,python mapreduce tutorial,Chrome,MacOS,social
2025-06-03 03:56:27,user_2154,data science jobs,Chrome,MacOS,organic
2025-06-05 15:32:28,user_2705,data science jobs,Opera,iOS,social
2025-06-06 17:53:23,user_1715,python mapreduce tutorial,Chrome,MacOS,email
2025-06-02 02:36:15,user_1201,python mapreduce tutorial,Firefox,Android,direct
2025-06-04 22:10:44,user_638,buy shoes online,Firefox,iOS,ad
2025-06-06 03:54:30,user_3865,flights to new york,Safari,iOS,direct
2025-06-03 22:07:48,user_4589,hadoop vs spark,Edge,Android,ad
2025-06-05 07:23:55,user_2554,machine learning course,Safari,iOS,direct
2025-06-03 14:18:09,user_1361,weather tomorrow,Firefox,Android,organic
2025-06-06 08:38:20,user_4015,weather tomorrow,Chrome,iOS,ad
2025-06-05 05:24:53,user_1459,buy shoes online,Safari,Android,social
2025-06-06 03:31:17,user_1752,data science jobs,Opera,MacOS,ad
2025-06-05 12:59:43,user_1467,buy shoes online,Firefox,Android,social
2025-06-07 09:12:33,user_1597,buy shoes online,Opera,Linux,social
2025-06-02 03:24:39,user_3022,weather tomorrow,Opera,Windows,organic
2025-06-04 07:31:30,user_275,weather tomorrow,Edge,Android,direct
2025-06-04 01:42:09,user_2247,buy shoes online,Opera,Windows,ad
2025-06-06 12:22:37,user_4017,python mapreduce tutorial,Edge,iOS,direct
2025-06-01 11:07:28,user_3028,buy shoes online,Opera,MacOS,email
2025-06-02 14:20:43,user_679,hadoop vs spark,Chrome,Windows,ad
2025-06-01 18:09:12,user_2575,best pizza near me,Opera,Linux,email
2025-06-01 04:51:24,user_2726,flights to new york,Firefox,iOS,social
2025-06-07 06:23:42,user_117,hadoop vs spark,Edge,Windows,direct
2025-06-03 08:11:52,user_4109,python mapreduce tutorial,Safari,Windows,email
2025-06-06 09:08:57,user_365,weather tomorrow,Opera,MacOS,organic
2025-06-05 23:12:11,user_1417,buy shoes online,Safari,Linux,organic
2025-06-05 06:08:39,user_965,flights to new york,Edge,iOS,direct
2025-06-07 20:54:52,user_3793,best pizza near me,Chrome,Windows,email
2025-06-02 01:10:15,user_1521,flights to new york,Opera,Windows,email
2025-06-01 03:02:25,user_1782,flights to new york,Edge,Windows,email
2025-06-04 17:38:53,user_1566,python mapreduce tutorial,Safari,Windows,ad
2025-06-04 11:37:01,user_1459,weather tomorrow,Firefox,iOS,social
2025-06-06 00:34:52,user_1852,news today,Safari,MacOS,email
2025-06-04 13:54:18,user_2125,how to train a dog,Safari,Windows,ad
2025-06-05 07:26:45,user_4741,flights to new york,Safari,iOS,ad
2025-06-03 01:39:15,user_301,data science jobs,Edge,MacOS,organic
2025-06-07 21:38:57,user_1726,hadoop vs spark,Safari,Linux,email
2025-06-05 03:40:02,user_4127,machine learning course,Safari,Windows,organic
2025-06-03 13:22:38,user_2116,news today,Edge,Linux,direct
2025-06-02 09:34:58,user_4236,python mapreduce tutorial,Edge,MacOS,ad
2025-06-04 22:04:40,user_3050,data science jobs,Edge,iOS,direct
2025-06-04 21:53:51,user_857,flights to new york,Chrome,MacOS,ad
2025-06-06 18:29:53,user_2742,flights to new york,Chrome,MacOS,social
2025-06-04 17:12:33,user_1334,how to train a dog,Opera,MacOS,direct
2025-06-06 07:52:13,user_3740,data science jobs,Opera,Android,ad
2025-06-06 17:56:16,user_1996,weather tomorrow,Safari,iOS,social
2025-06-06 20:33:18,user_3287,weather tomorrow,Chrome,MacOS,organic
2025-06-02 07:24:54,user_3449,hadoop vs spark,Safari,iOS,ad
2025-06-01 08:19:02,user_1344,machine learning course,Firefox,Linux,organic
2025-06-07 08:39:03,user_1626,data science jobs,Firefox,MacOS,social
2025-06-01 15:40:13,user_741,weather tomorrow,Firefox,Linux,ad
2025-06-05 19:20:29,user_1355,how to train a dog,Chrome,MacOS,email
2025-06-03 02:07:06,user_2469,weather tomorrow,Chrome,MacOS,email
2025-06-03 11:13:18,user_3577,best pizza near me,Firefox,MacOS,organic
2025-06-05 13:00:37,user_41,how to train a dog,Firefox,Linux,direct
2025-06-06 17:07:50,user_4505,hadoop vs spark,Firefox,Android,ad
2025-06-06 14:59:58,user_1989,best pizza near me,Edge,MacOS,social
2025-06-02 14:53:32,user_3276,flights to new york,Safari,Android,organic
2025-06-05 18:43:02,user_4376,best pizza near me,Safari,Android,organic
2025-06-01 07:50:02,user_1817,data science jobs,Firefox,MacOS,social
2025-06-05 09:31:18,user_2785,machine learning course,Chrome,iOS,organic
2025-06-05 19:58:42,user_633,news today,Firefox,Android,email
2025-06-01 12:53:17,user_1731,weather tomorrow,Edge,Windows,social
2025-06-05 15:52:02,user_1474,hadoop vs spark,Firefox,Linux,social
2025-06-05 16:40:05,user_3938,buy shoes online,Safari,Android,email
2025-06-02 23:38:07,user_3263,machine learning course,Chrome,Android,direct
2025-06-05 04:51:48,user_831,hadoop vs spark,Chrome,MacOS,social
2025-06-02 13:29:53,user_4708,machine learning course,Edge,Android,direct
2025-06-06 21:35:54,user_3291,hadoop vs spark,Chrome,Linux,ad
2025-06-04 03:20:13,user_950,data science jobs,Edge,iOS,social
2025-06-06 17:55:50,user_2745,machine learning course,Safari,Windows,email
2025-06-06 03:31:04,user_4356,hadoop vs spark,Chrome,MacOS,direct
2025-06-05 02:11:31,user_4835,weather tomorrow,Firefox,iOS,organic
2025-06-06 12:31:30,user_3563,buy shoes online,Edge,Linux,direct
2025-06-02 11:24:15,user_4011,how to train a dog,Safari,Windows,organic
2025-06-05 11:33:55,user_2068,hadoop vs spark,Safari,Linux,direct
2025-06-07 14:05:13,user_2190,python mapreduce tutorial,Safari,Linux,ad
2025-06-01 05:06:09,user_3660,flights to new york,Safari,Windows,organic
2025-06-02 08:31:48,user_2927,buy shoes online,Opera,Android,email
2025-06-03 03:02:25,user_689,machine learning course,Chrome,MacOS,email
2025-06-06 23:43:40,user_3532,weather tomorrow,Safari,Android,organic
2025-06-03 23:05:58,user_4289,data science jobs,Edge,Windows,direct
2025-06-04 23:07:32,user_3054,buy shoes online,Firefox,iOS,direct
2025-06-05 15:14:24,user_4200,best pizza near me,Safari,Linux,ad
2025-06-05 20:43:25,user_184,python mapreduce tutorial,Safari,Windows,ad
2025-06-02 09:54:40,user_1570,data science jobs,Safari,Linux,organic
2025-06-07 05:43:29,user_4417,news today,Chrome,Linux,organic
2025-06-06 17:44:50,user_1763,hadoop vs spark,Safari,MacOS,social
2025-06-07 02:05:27,user_375,data science jobs,Edge,MacOS,social
2025-06-04 07:25:25,user_42,hadoop vs spark,Firefox,Windows,ad
2025-06-02 13:47:50,user_2251,weather tomorrow,Edge,iOS,social
2025-06-02 04:17:46,user_1814,news today,Chrome,Linux,email
2025-06-01 18:33:37,user_2358,data science jobs,Edge,iOS,ad
2025-06-04 23:45:21,user_4436,hadoop vs spark,Edge,iOS,direct
2025-06-05 03:53:29,user_2791,flights to new york,Safari,Android,email
2025-06-06 14:33:07,user_4088,news today,Opera,MacOS,ad
2025-06-04 02:28:33,user_3301,buy shoes online,Opera,Windows,ad
2025-06-07 19:29:52,user_2829,best pizza near me,Firefox,iOS,social
2025-06-04 16:33:21,user_2391,flights to new york,Edge,Android,direct
2025-06-02 21:24:33,user_4792,python mapreduce tutorial,Opera,Linux,organic
2025-06-06 05:41:32,user_3403,buy shoes online,Safari,iOS,ad
2025-06-03 20:22:00,user_3075,machine learning course,Firefox,Android,organic
2025-06-02 11:58:12,user_795,hadoop vs spark,Firefox,MacOS,direct
2025-06-07 22:14:29,user_2371,python mapreduce tutorial,Firefox,Android,organic
2025-06-05 22:59:20,user_2884,news today,Edge,iOS,social
2025-06-04 21:01:58,user_2976,best pizza near me,Safari,iOS,organic
2025-06-07 11:06:15,user_3213,news today,Edge,Android,ad
2025-06-04 11:23:09,user_3682,python mapreduce tutorial,Firefox,Android,social
2025-06-01 00:58:19,user_4364,flights to new york,Edge,MacOS,direct
2025-06-05 15:39:35,user_4753,hadoop vs spark,Edge,Android,email
2025-06-01 08:27:31,user_1837,python mapreduce tutorial,Opera,iOS,organic
